text,label
i've tried several times to make a payment and every time my card is declined? could my card be locked? i don't know what to do.,25
i was using a foreign currecy to make a payment and the applied the wrong rate.,17
can i get an auto top-up?,4
why is my transaction taking so long to complete?,66
will this card work at any atm?,3
what if my top up is reverted?,61
why do i need to have my identity verified?,74
are there any top-up limits that i must follow?,60
why do i have a transaction showing up more than once?,63
"i need a card reactivation, i had reported my card lost but i ran across it in my jacket.",13
"can you check about unauthorized use of my card, i think someone is using mine without my knowledge?",22
is there a reason for my top up to be cancelled?,61
i sent payment with eu transfer and they still haven't received it. how long does it take?,48
are there directions to get a new passcode if i forgot mine?,44
"my account shows i have been charged twice for the same meal. how do i get the second payment voided and returned to me? i do not eat out much and my family is living paycheck to paycheck,  mostly. i cannot afford to spend more money than necessary, as is, so i must see to it that the cost be promptly credited back onto my card.",63
i need my card as quick as possible,12
how long should i wait ti activate my card,0
the card that i have isn't working. this is the physical card.,14
i made a check deposit but the cash hasn't arrived in my account yet.,6
my app is showing a cash balance that i did not receive.,20
i need to exchange foreign currency will i be charged?,31
why was i declined when i tried to get my money?,26
why hasn't my in country transfer gone through yet? i confirmed the account info a couple days ago but the payment hasn't been posted yet.,66
i tried transferring to an account but it didn't go through. what happened?,7
can i edit my personal details?,30
will i be charged for a cash withdrawal?,19
i would like to have a physical card to carry around and use. how can i get one?,43
can i change my pin without going to a bank branch?,21
"may i reactivate my card? i previously reported it lost, but have now found it safe and sound.",13
i hope to get a visa card,73
can you tell me how transferring money into my account works?,65
i would like to return my purchases,52
i was overcharged an additional pound.,34
verify my source of funds?,70
i received incorrect amount of cash from an atm today. it was more than i wanted. what do i do now?,75
how can i find the source for my available funds and money?,70
am i going to be charged for topping up by transfer?,56
my card was charged more than expected.,15
why hasn't my balance been updated? i've deposited a few cheques some days ago!,6
why hasn't the app verified my identity?,68
do you have a return policy?,52
i just got my card.  it's not linked yet--how do i do that?,13
i tried to use my card to withdrawal money from the atm in notting hill but it didn't work. this is the first time i've tried using it. is my card working?,26
"on the card that is coming, what's the tracking info?",11
the atm i used for foreign currency provided the wrong exchange rate.,76
"the past few times i've been to the atm, i was charged a withdrawal fee. have your policies changed regarding fees?",19
"last saturday, i was charged extra for the exchange rate on my payment. is something wrong?",17
"i just want to top-up, why do i need to verify anything?",71
"hi, last week i have contacted the seller for a refund as directed by you, but i have not received the money yet. please look into this issue with seller and help me in getting the refund.",51
my transfer to a beneficiary was rejected.,7
can you tell me how i would go about learning where my funds came from?,70
how can i exchange currencies with this app?,33
my app shows a money withdrawal that i did not do.,20
how do i go about ordering a new bank card?,9
when will my account receive the money?,67
how to edit personal details?,30
how did you guys get your exchange rate?,32
what currencies can i use to add money to my account,54
am i the only one who can top-up my account?,62
"looks like my card payment was duplicated after all. i went to pay at the store earlier, got declined once,second time it works. app still stays pending for one of the payments. can you please remove one of them as it's wrong and was declined?",63
i want to add funds to my account. what payment methods are accepted?,54
my top-up funds aren't available yet.,47
how long after a failed topup will funds refurn to account,47
it won't let me activate my card.,0
do you know the process how to activate my card?,0
i'm confused ass to why my contactless is not working.,23
how long do i wait for my pin,38
is there any way to see my card in the app?,13
"i dont know what happened, but my payment was cancelled",53
does this app have the same exchange rate as third parties?,32
is my top up not working?,47
my top-up was reverted by the app.,61
how do i set up an account for my children?,1
i deposited a cheque and its been days and i still haven't received the cash!!,6
i do not recognise this card payment.,16
how much am i allowed to top-up?,60
when i travel can it top up automatically,4
my purchase from this morning still is pending.,45
"i can't remember my app code, can you reset it?",44
how long does it take for money to reach my account?,5
"i've obtained the card, how do i enable it on the app?",13
i have a payment in my statement that is off,16
the exchange rate on my payment was wrong,17
can i use my american express card with apple pay?,2
do you have an auto-top function and how do i use it if so?,4
i'm not seeing my cash deposit showing up in my account.,6
how do i unblock my card?,49
i would love one of the virtual cards!,40
which fiat currencies do you currently support? will this change in this future?,36
my identity verification is not working.,68
i'd like to make some changes to my personal information.,30
can you explain why my google pay top isn't working?,2
"i just got a new card, and i want to know how to activate.",0
is there a strict timeline regarding disputing transactions made on my account? i just noticed a fraudulent charge on a statement from a couple months ago.,28
in the app i see a payment that is not mine.,16
is there a way to view the history on where my funds came from?,70
explain why my card payment wouldn't go through.,25
my transfer hasn't arrived,66
i received a fee i should not have.,15
what fees are charged when i top up,57
i tried to top-up but it got denied.,59
i didn't receive the correct amount of cash,75
"hello.  i ran into a problem with a transfer this morning.  i was trying to send money to some friends but when i tried to send it, the transfer failed.  i don't know what is causing the transfer to be rejected.  please let me know what is causing the problem.  thanks.",35
everytime i try to prove my identity it won't let me.,68
is there an extra fee to exchange currencies?,31
what i topped up was reverted by the app.,61
when can i expect to receive my card?,12
how do i link an old card?,13
what kind of atms would this card be accepted at?,3
can i top off with a debit card?,54
won't let me top my card up!! who can get it sorted out for me? it's urgent! how do i find out what the problem is with my card and how else to top it up?,59
how do i perform identity checks?,69
"phone is gone, dont want others to access account information",42
where is the nearest mastercard atm?,3
you've incorrectly calculated the exchange rate for my cash withdrawal,76
do you have any age limit?,1
i just got refunded for my purchase over two weeks ago,53
do you support changing the currency i use?,33
i'd like my account to be deleted. i'm not satisfied with the service you provide.,55
i need quickly transfer something from china. about how long will it take?,67
do you have a fee for receiving a sepa transfer?,56
do i need to add my salary?,50
can you tell me if i can hold money in several currencies?,36
"i was trying to make a transfer and got an error message telling me it was not possible to make the transfer. this has never happened before, what happened?",7
"so, my transfer is showing as pending, when will it actually go through?",48
"when i got cash, the exchange rate applied was wrong.",76
can i have my card delivered on tuesday?,12
how long will my transfer stay pending?,48
why was a extra fee added to my account for transfer ?,64
do i have to use a bank approved atm to withdraw money?,3
what does the decline message mean,27
i want to make an online purchase but i don't want to use my credit card. can you tell me how a disposable virtual card works and where i can apply for one?,37
the day before yesterday i transferred funds to another account within the country.  the funds have not yet arrived.  i double and triple checked the account number and it was correct.  why hasn't the transfer been completed yet?,66
transferring money using credit card,62
is it possible to use an atm when i am not in the country and make a withdraw with out extra fees?,76
"i cannot find my phone, what should i do?",42
my address is incorrect on my file.,30
can i have more than 2 disposable cards?,29
how does it work when i transfer money into my account?,65
what do i need to do to get a card?,43
what do you need for the identity verification,69
what is the reason a transfer shows as pending?,48
"how much time do transfers take? i sent money to a friend who needs it fast. it's been hours, and the money has not gone through.",66
is there a fee for transferring money,64
"i must quickly transfer something from china, and i need to know how long it will take.",67
i see a direct debit payment on my statement that wasn't me,28
they said i would get a refund but i don't see it on my statement.,51
